1234,Franklin,18.0,0.036000000000000004,1.8,0.9,0.36,14.904
5467,Raberto,18.2,0.0364,1.82,0.91,0.364,15.0696
2345,Caity,18.6,0.037200000000000004,1.8600000000000003,0.9300000000000002,0.37200000000000005,15.4008
1235,Patrick,9.5,0.019,0.9500000000000001,0.47500000000000003,0.19,7.866
3465,Prateek,23.4,0.0468,2.34,1.17,0.46799999999999997,19.3752
4567,Alberto,18.2,0.0364,1.82,0.91,0.364,15.0696
5678,Orin,18.0,0.036000000000000004,1.8,0.9,0.36,14.904
1678,Eric,18.2,0.0364,1.82,0.91,0.364,15.0696
7565,Jose,18.6,0.037200000000000004,1.8600000000000003,0.9300000000000002,0.37200000000000005,15.4008
5677,Alberto,9.5,0.019,0.9500000000000001,0.47500000000000003,0.19,7.866
7325,Alfred,23.4,0.0468,2.34,1.17,0.46799999999999997,19.3752
9043,Albert,18.2,0.0364,1.82,0.91,0.364,15.0696
3065,Sarah,9.5,0.019,0.9500000000000001,0.47500000000000003,0.19,7.866
9042,John,23.4,0.0468,2.34,1.17,0.46799999999999997,19.3752
2346,Tyler,18.2,0.0364,1.82,0.91,0.364,15.0696
